IDX,name,ID,precursorMZ,collisionType,collisionEnergy,productIon,meanMZ,meanIntensity,RSDIntensity,relMeanIntensity,RSDRelMeanIntensity,relIntensity,sdRelIntensity
3623,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,CID,40,C11H9ClN6O,277.0598422,3965111.472,91.70396057,0.453886172,0.917039606,1,0.416231596
3624,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,CID,40,C6H9N3O2,149.0232568,8927.816732,5.290252322,0.001021967,0.052902523,0.002251593,5.41E-05
3625,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,CID,50,C11H9ClN6O,277.0597643,3743916.935,91.97433603,0.449738471,0.91974336,1,0.413643972
3626,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,CID,50,C6H9N3O2,149.0232267,3511.354207,14.16895827,0.000421802,0.141689583,0.000937883,5.98E-05
3627,dG-C8-4-CA,SAB-IEO-002.mzML,393.1072693,CID,60,C11H8ClN5O,260.033427,1264216.667,6.502518442,0.931439694,0.065025184,1,0.060567038
3628,dG-C8-4-CA,SAB-IEO-002.mzML,393.1072693,CID,60,C11H9ClN6O,277.0599773,900428.9792,3.793211392,0.663411039,0.037932114,0.712242611,0.025164583
3629,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,CID,70,C11H8ClN5O,260.0333863,540210.4375,21.79130562,0.771530045,0.217913056,1,0.16812647
3630,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,CID,70,C6H9N3O2,149.0232651,4660.920445,11.97221949,0.00665674,0.119722195,0.008627972,0.000796959
3631,dG-C8-4-CA,SAB-IEO-002.mzML,393.1072693,HCD,0,C16H17ClN6O4,393.1070863,6193855.333,5.126798895,0.94440517,0.051267989,1,0.048417754
3632,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,10,C11H9ClN6O,277.0598392,3408374.875,89.74678706,0.461491701,0.897467871,1,0.414173974
3633,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,10,C16H17ClN6O4,393.1070668,1819839.202,92.59471853,0.246405023,0.925947185,0.533931644,0.228158037
3634,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,10,C6H9N3O2,149.0232848,4513.336263,23.32563804,0.000611103,0.23325638,0.00132419,0.000142544
3635,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,20,C11H9ClN6O,277.0597771,3338694.631,120.908128,0.336151122,1.20908128,1,0.406434029
3636,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,20,C16H17ClN6O4,393.1071015,592333.5989,89.6819645,0.05963816,0.896819645,0.177414728,0.053484673
3637,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,20,C6H13N3O2,157.0835013,18476.38346,94.03644608,0.001860265,0.940364461,0.005534014,0.001749327
3638,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,20,C6H9N3O2,149.0232905,4644.280651,41.90188948,0.000467602,0.419018895,0.001391047,0.000195934
3639,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,30,C11H9ClN6O,277.0598276,4367497.883,85.11970437,0.434589401,0.851197044,1,0.369921213
3640,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,30,C6H13N3O2,157.083453,8455.422221,81.66294603,0.00084136,0.81662946,0.001935988,0.000687079
3641,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,30,C6H9N3O2,149.0232613,6393.481201,47.48003771,0.000636186,0.474800377,0.001463877,0.000302061
3642,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,40,C11H9ClN6O,277.059779,3447226.528,97.72524987,0.42089257,0.977252499,1,0.411318316
3643,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,40,C6H9N3O2,149.0232176,3671.349463,11.22557864,0.000448257,0.112255786,0.001065015,5.03E-05
3644,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,50,C11H12ClN5O2,278.0438743,266322.9089,80.9758017,0.058945926,0.809758017,0.117426033,0.047731936
3645,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,50,C11H8ClN5O,260.0333441,1060092.382,62.84435176,0.234632939,0.628443518,0.467411696,0.147453549
3646,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,50,C11H9ClN6O,277.0598631,2268005.681,81.2909594,0.501983456,0.812909594,1,0.408067168
3647,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070251,HCD,50,C6H9N3O2,149.0232629,7501.251046,10.23041967,0.001660271,0.102304197,0.003307422,0.000169853
3648,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,60,C10H10ClN5,232.038483,384248.8333,23.89037143,0.230551709,0.238903714,0.385501508,0.05507966
3649,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,60,C11H8ClN5O,260.0333624,996750.5326,60.26406312,0.598056569,0.602640631,1,0.360413188
3650,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,60,C11H9ClN6O,277.0599673,985109.0104,20.51586145,0.591071583,0.205158614,0.988320526,0.121263427
3651,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,60,C6H9N3O2,149.0232722,7365.100342,18.86056642,0.004419106,0.188605664,0.007389111,0.000833468
3652,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,80,C6H9N3O2,149.0232545,2498.527832,11.76878834,0.003129151,0.117687883,0.00855109,0.000368263
3653,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,80,C7H7ClN2,153.021332,292188.2214,150.2140276,0.365935872,1.502140276,1,0.549687012
3654,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,90,C6H9N3O2,149.0232823,1158.205556,33.47766293,0.002531708,0.334776629,0.004675289,0.000847557
3655,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,90,C7H7ClN2,153.0213585,238833.5579,105.4184477,0.522063386,1.054184477,0.964091397,0.550351117
3656,dG-C8-4-CA,SAB-IEO-002.mzML,393.1070557,HCD,90,C8H11ClN2,166.0291647,247729.166,83.29973361,0.541508188,0.832997336,1,0.451074878
3657,N6-MIM-dA,SCH-FIR-001.mzML,411.1774292,CID,0,C20H22N6O4,411.1774037,10013654.7,99.1699501,0.475896929,0.991699501,1,0.471946747
3658,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,10,C15H14N6O,295.1301877,1549362.526,82.5358729,0.079342473,0.825358729,0.181273159,0.065486003
3659,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,10,C20H22N6O4,411.177353,8547114.926,102.0895358,0.437695649,1.020895358,1,0.446841457
3660,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,20,C10H11NO,160.0757143,4396093.211,67.46463312,0.335421884,0.674646331,0.742795978,0.226291143
3661,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,20,C15H14N6O,295.1301777,4645442,17.49831214,0.354447195,0.174983121,0.784927768,0.062022276
3662,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,20,C20H22N6O4,411.177419,5918305.083,85.25564184,0.45156664,0.852556418,1,0.384986037
3663,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,30,C10H11NO,160.0756958,2920891.122,83.94686416,0.282879462,0.839468642,0.391422915,0.237468438
3664,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,30,C15H14N6O,295.1300123,7462238.445,64.32228545,0.722695201,0.643222855,1,0.46485407
3665,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,40,C10H11NO,160.0757038,7795945.862,72.77414435,0.565305235,0.727741444,1,0.411396048
3666,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,40,C11H13N3O,197.0597633,45838.6237,7.158548325,0.003323883,0.071585483,0.005879803,0.000237942
3667,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,40,C15H14N6O,295.130025,6478237.479,74.51857354,0.469754617,0.745185735,0.830975175,0.35005444
3668,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,50,C10H11NO,160.0756988,3640566.1,53.8868882,0.460165601,0.538868882,0.477147378,0.247968923
3669,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,50,C14H12N6,263.775899,1228446.177,62.43024497,0.155274937,0.62430245,0.161005145,0.096938524
3670,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,CID,50,C15H14N6O,295.1300863,7629856.667,5.904102117,0.964409787,0.059041021,1,0.056939739
3671,N6-MIM-dA,SCH-FIR-001.mzML,411.1773071,CID,70,C8H7N,117.057294,4777305.833,11.3374334,0.933596523,0.113374334,1,0.105845884
3672,N6-MIM-dA,SCH-FIR-001.mzML,411.1773987,CID,80,C8H7N,117.057307,6292135.333,9.507449259,0.928562418,0.095074493,1,0.088282601
3673,N6-MIM-dA,SCH-FIR-001.mzML,411.1773987,CID,90,C8H7N,117.057251,4214855.188,43.07592235,0.701152964,0.430759224,1,0.302028106
3674,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,0,C20H22N6O4,411.1773739,12319817.47,71.82596902,0.513233645,0.71825969,1,0.368635039
3675,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,10,C15H14N6O,295.130137,2585952.792,28.40032319,0.126262935,0.284003232,0.235548258,0.035859082
3676,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,10,C20H22N6O4,411.1773861,10978441.6,76.86126756,0.536038502,0.768612676,1,0.412005987
3677,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,20,C10H11NO,160.075714,5654778.182,67.13888076,0.39780153,0.671388808,0.959703002,0.267079495
3678,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,20,C15H14N6O,295.1301677,5892216.833,11.08462819,0.41450483,0.110846282,1,0.045946319
3679,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,20,C20H22N6O4,411.1774241,5801669.065,89.86279714,0.408134989,0.898627971,0.984632648,0.366761517
3680,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,30,C10H11NO,160.075721,7500312.205,83.82842431,0.5235433,0.838284243,1,0.438878099
3681,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,30,C14H12N6,264.1118528,2585704.85,28.15499763,0.180489613,0.281549976,0.344746296,0.050816846
3682,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,30,C15H14N6O,295.1301133,4064972.533,95.3727503,0.28374674,0.953727503,0.541973777,0.270617069
3683,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,40,C10H11NO,160.0757176,5223998.313,93.43694767,0.419780669,0.934369477,0.647680715,0.392230244
3684,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,40,C11H13N3O,197.0597003,51472.38672,73.62404083,0.004136126,0.736240408,0.006381639,0.003045183
3685,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,40,C14H12N6,264.1118773,1600257.417,14.52631954,0.12859061,0.145263195,0.198402795,0.018679483
3686,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,40,C15H14N6O,295.130139,8065699.95,38.02262925,0.648129022,0.380226292,1,0.246435695
3687,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,50,C10H11NO,160.075712,5840198.625,41.85005891,0.614713038,0.418500589,0.661253288,0.257257768
3688,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,50,C11H13N3O,197.059748,35502.13216,37.2617067,0.003736795,0.372617067,0.004019709,0.001392393
3689,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,50,C15H14N6O,295.1300583,8832014.5,5.54341462,0.929618119,0.055434146,1,0.051532587
3690,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,50,C9H9NO,145.052269,3754152.188,10.158694,0.395145173,0.10158694,0.425061823,0.040141589
3691,N6-MIM-dA,SCH-FIR-001.mzML,411.1771851,HCD,60,C10H11NO,160.075676,3318491.063,10.4493126,0.894325662,0.104493126,1,0.093450884
3692,N6-MIM-dA,SCH-FIR-001.mzML,411.1774292,HCD,70,C8H7N,117.057268,3332017.9,70.70859388,0.63255073,0.707085939,1,0.447267727
3693,N6-MIM-dA,SCH-FIR-001.mzML,411.1773376,HCD,80,C8H7N,117.0572948,4602924.281,43.63451469,0.75981374,0.436345147,1,0.331541038
3694,N6-MIM-dA,SCH-FIR-001.mzML,411.1774292,HCD,90,C8H7N,117.0572533,4657773.667,5.591023671,0.967420494,0.055910237,1,0.054088709
3695,N6-MIM-dA,SCH-FIR-001.mzML,411.1772461,HCD,100,C8H7N,117.057251,3656037.5,14.04571852,0.913656818,0.140457185,1,0.128329665
3696,dA-AL-I,TUR-UMN-015.mzML,543.1616821,CID,0,C27H22N6O7,543.1613906,3652135.052,81.4961145,0.390000993,0.814961145,1,0.317835656
3697,dA-AL-I,TUR-UMN-015.mzML,543.161438,CID,10,C22H14N6O4,427.1144103,1083012.104,36.72099962,0.133589734,0.367209996,0.224800534,0.049055486
3698,dA-AL-I,TUR-UMN-015.mzML,543.161438,CID,10,C27H22N6O7,543.1613992,4817658.068,52.38502076,0.594258971,0.523850208,1,0.311302685
3699,dA-AL-I,TUR-UMN-015.mzML,543.1615601,CID,20,C22H14N6O4,427.1142187,2730065.076,101.4953274,0.321940004,1.014953274,1,0.326754061
3700,dA-AL-I,TUR-UMN-015.mzML,543.1615601,CID,20,C27H22N6O7,543.1615092,1417716.024,83.77780871,0.167182646,0.837778087,0.51929752,0.140061957
3701,dA-AL-I,TUR-UMN-015.mzML,543.1615601,CID,30,C22H14N6O4,427.1141939,5136113.708,58.19756257,0.60557895,0.581975626,1,0.352432189
3702,dA-AL-I,TUR-UMN-015.mzML,543.1616821,CID,40,C22H14N6O4,427.114067,4422040.594,47.32672408,0.55766908,0.473267241,1,0.263926507
3703,dA-AL-I,TUR-UMN-015.mzML,543.1616821,CID,50,C21H14N6O4,412.090988,1099941.234,34.87271819,0.131524044,0.348727182,0.325219887,0.045866009
3704,dA-AL-I,TUR-UMN-015.mzML,543.1616821,CID,50,C22H14N6O4,427.1142619,3382146.29,86.25112466,0.404415748,0.862511247,1,0.348813131
3705,dA-AL-I,TUR-UMN-015.mzML,543.161377,CID,60,C16H11NO4,278.0445453,393442.1667,16.75858488,0.424391901,0.167585849,0.492828899,0.071122077
3706,dA-AL-I,TUR-UMN-015.mzML,543.161377,CID,60,C17H11NO4,293.0679705,545093.8203,15.71198371,0.58797308,0.157119837,0.68278901,0.092382235
3707,dA-AL-I,TUR-UMN-015.mzML,543.161377,CID,60,C20H13N5O4,385.0801318,798334.2031,17.17647905,0.861134364,0.171764791,1,0.147912564
3708,dA-AL-I,TUR-UMN-015.mzML,543.161377,CID,60,C21H14N6O4,412.0909653,579942.25,14.98619782,0.625562827,0.149861978,0.72644044,0.093748083
3709,dA-AL-I,TUR-UMN-015.mzML,543.161377,CID,60,C22H14N6O4,427.114451,271148.625,15.07654852,0.29247826,0.150765485,0.339643002,0.044095627
3710,dA-AL-I,TUR-UMN-015.mzML,543.161438,CID,70,C16H11NO4,278.0445963,554597.4375,30.47773912,0.233839205,0.304777391,0.279450787,0.071268903
3711,dA-AL-I,TUR-UMN-015.mzML,543.161438,CID,70,C20H13N5O4,385.080231,508391.3438,38.15799769,0.214356973,0.381579977,0.256168441,0.081794329
3712,dA-AL-I,TUR-UMN-015.mzML,543.161438,CID,70,C21H14N6O3,395.088267,1984597.875,17.38871812,0.836781346,0.173887181,1,0.14550555
3713,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,0,C27H22N6O7,543.1613481,4843731.447,52.4065957,0.568092279,0.524065957,1,0.297717824
3714,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,10,C22H14N6O4,427.1143685,900673.9332,57.74775257,0.113051938,0.577477526,0.230751598,0.065284953
3715,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,10,C27H22N6O7,543.161377,3903218.609,53.08091407,0.489929163,0.530809141,1,0.260058878
3716,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,20,C22H14N6O4,427.1142142,4526271.866,55.3445223,0.511343653,0.553445223,1,0.283000702
3717,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,20,C27H22N6O7,543.1616533,1540450.247,86.36327908,0.174028313,0.863632791,0.340335334,0.150296558
3718,dA-AL-I,TUR-UMN-015.mzML,543.1615601,HCD,30,C22H14N6O4,427.1141785,5478523.381,49.38960881,0.515052991,0.493896088,1,0.254382657
3719,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,40,C21H14N6O3,395.0881958,73301.19883,93.66182209,0.008958677,0.936618221,0.016063366,0.00839086
3720,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,40,C21H14N6O4,412.0909827,570571.0417,51.55728129,0.069733671,0.515572813,0.125036034,0.035952785
3721,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,40,C22H14N6O4,427.1141645,4563252.858,56.20085551,0.557708593,0.562008555,1,0.313437001
3722,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,50,C17H11NO4,293.0680054,433649.4625,42.1481575,0.05754418,0.421481575,0.16124739,0.024253812
3723,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,50,C20H13N5O4,385.0802003,335405.5521,24.29865887,0.044507463,0.242986589,0.124716562,0.010814717
3724,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,50,C21H14N6O3,395.4241738,202492.2604,124.3201584,0.026870208,1.243201584,0.075294336,0.033405085
3725,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,50,C21H14N6O4,412.0909423,1146080.266,40.11850452,0.152081936,0.401185045,0.426156303,0.061012998
3726,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,50,C22H14N6O4,427.1142645,2689342.522,79.13952311,0.356868911,0.791395231,1,0.282424354
3727,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,60,C17H11NO4,293.0679398,298215.4219,48.05061041,0.335833898,0.480506104,0.947697724,0.161370238
3728,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,60,C20H13N5O4,385.0801576,314673.5656,18.79048063,0.354368159,0.187904806,1,0.06658748
3729,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,60,C21H14N6O3,395.5921173,238664.9717,181.4306027,0.268771438,1.814306027,0.758452561,0.48763364
3730,dA-AL-I,TUR-UMN-015.mzML,543.1615601,HCD,70,C16H11NO4,278.0445963,575271.9375,41.51992007,0.258530798,0.415199201,0.569469381,0.107341781
3731,dA-AL-I,TUR-UMN-015.mzML,543.1615601,HCD,70,C20H13N5O4,385.0801623,395427.1875,28.46890895,0.177707445,0.28468909,0.391438659,0.050591371
3732,dA-AL-I,TUR-UMN-015.mzML,543.1615601,HCD,70,C21H14N6O3,395.1798263,1010189.409,75.47381598,0.453985423,0.75473816,1,0.342640123
3733,dA-AL-I,TUR-UMN-015.mzML,543.1616821,HCD,80,C21H14N6O3,395.0882567,698324.0625,41.34845693,0.687132816,0.413484569,1,0.284118817
3734,dA-AL-I,TUR-UMN-015.mzML,543.1617432,HCD,90,C16H11NO4,278.0446167,384364.3542,22.03538103,0.810523718,0.22035381,1,0.17860199
3735,dA-AL-II,TUR-UMN-016.mzML,513.151062,CID,0,C26H20N6O6,513.1509019,3303282.887,75.54246455,0.377832314,0.755424646,1,0.285423842
3736,dA-AL-II,TUR-UMN-016.mzML,513.151062,CID,10,C26H20N6O6,513.1508703,4844728.446,54.15709992,0.529097048,0.541570999,1,0.286543617
3737,dA-AL-II,TUR-UMN-016.mzML,513.151123,CID,20,C26H20N6O6,513.151123,1940536.918,122.6094639,0.356285593,1.226094639,1,0.436839856
3738,dA-AL-II,TUR-UMN-016.mzML,513.151123,CID,30,C21H12N6O3,397.1037641,3791293.58,140.9138861,0.249164488,1.409138861,1,0.351107363
3739,dA-AL-II,TUR-UMN-016.mzML,513.151123,CID,40,C21H12N6O3,397.1037334,4844312.652,80.13463737,0.444626235,0.801346374,1,0.356299621
3740,dA-AL-II,TUR-UMN-016.mzML,513.1512451,CID,50,C16H9NO3,263.0575663,497307.5469,62.09896921,0.060514668,0.620989692,0.136990854,0.037578985
3741,dA-AL-II,TUR-UMN-016.mzML,513.1512451,CID,50,C21H12N6O3,397.103775,3630224.453,78.34311172,0.441742398,0.783431117,1,0.346074741
3742,dA-AL-II,TUR-UMN-016.mzML,513.1512451,CID,50,C21H13N5O3,380.0775147,591671.7396,27.14941523,0.071997337,0.271494152,0.162984892,0.019546856
3743,dA-AL-II,TUR-UMN-016.mzML,513.1512451,CID,60,C16H9NO3,263.0575183,945292.5547,54.71321942,0.519662838,0.547132194,1,0.284324269
3744,dA-AL-II,TUR-UMN-016.mzML,513.1512451,CID,60,C21H12N6O3,397.1040098,865651.3219,77.69502103,0.475881059,0.77695021,0.915749646,0.369735889
3745,dA-AL-II,TUR-UMN-016.mzML,513.1512451,CID,60,C21H13N5O3,380.0774844,821982.2766,81.45822822,0.451874544,0.814582282,0.869553317,0.368088997
3746,dA-AL-II,TUR-UMN-016.mzML,513.151062,CID,70,C16H9NO3,263.0574747,833548.3854,77.24178412,0.543253838,0.772417841,1,0.419618957
3747,dA-AL-II,TUR-UMN-016.mzML,513.1512451,HCD,0,C26H20N6O6,513.1508884,6735783.149,61.19951164,0.518192253,0.611995116,1,0.317131128
3748,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,10,C21H12N6O3,397.1038628,1106316.947,93.53852599,0.092763474,0.93538526,0.321008401,0.086769586
3749,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,10,C26H20N6O6,513.1508921,3446380.042,107.8513335,0.288975221,1.078513335,1,0.31166363
3750,dA-AL-II,TUR-UMN-016.mzML,513.1512451,HCD,20,C21H12N6O3,397.103803,4279182.81,103.3690549,0.310021707,1.033690549,1,0.320466509
3751,dA-AL-II,TUR-UMN-016.mzML,513.1512451,HCD,20,C26H20N6O6,513.1510552,1903133.135,112.1549087,0.137879733,1.121549087,0.44474219,0.154638889
3752,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,30,C21H12N6O3,397.1037467,4687401.978,86.03594127,0.37761343,0.860359413,1,0.324883269
3753,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,40,C21H12N6O3,397.1037659,4537008.979,77.04140333,0.36746082,0.770414033,1,0.283096972
3754,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,40,C21H13N5O3,380.077779,101443.724,28.8082271,0.008216116,0.288082271,0.022359163,0.002366917
3755,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,50,C16H9NO3,263.057607,229240.8672,67.88948561,0.019691167,0.678894856,0.065089832,0.013368232
3756,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,50,C21H12N6O3,397.1037707,3521915.196,93.32409749,0.30252294,0.933240975,1,0.282326804
3757,dA-AL-II,TUR-UMN-016.mzML,513.151123,HCD,50,C21H13N5O3,380.0775455,415558.1484,44.51824728,0.035695315,0.445182473,0.117992094,0.015890929
3758,dA-AL-II,TUR-UMN-016.mzML,513.151062,HCD,60,C21H12N6O3,397.1039123,485794.9258,53.19651436,0.575213777,0.531965144,1,0.305993679
3759,dA-AL-II,TUR-UMN-016.mzML,513.1512451,HCD,70,C19H13N5O,324.0877173,164066.0482,75.82484872,0.571508733,0.758248487,1,0.433345632
3760,dG-AL-I,TUR-UMN-017.mzML,559.1567993,CID,0,C22H14N6O5,443.1094859,359711.4902,27.10709062,0.260048585,0.271070906,0.34163622,0.070491606
3761,dG-AL-I,TUR-UMN-017.mzML,559.1567993,CID,0,C27H22N6O8,559.1565398,1052907.945,23.12577904,0.761185641,0.23125779,1,0.176030109
3762,dG-AL-I,TUR-UMN-017.mzML,559.1566772,CID,10,C22H14N6O5,443.1094598,547192.9366,97.38443729,0.332112967,0.973844373,1,0.323426344
3763,dG-AL-I,TUR-UMN-017.mzML,559.1566772,CID,10,C27H22N6O8,559.156799,375107.7852,96.13135015,0.227667704,0.961313501,0.685512842,0.218860038
3764,dG-AL-I,TUR-UMN-017.mzML,559.1566772,CID,20,C22H14N6O5,443.1093083,691803.5739,83.7489425,0.370675713,0.837489425,1,0.31043699
3765,dG-AL-I,TUR-UMN-017.mzML,559.1566772,CID,20,C27H22N6O8,559.1568397,119427.8073,46.12447048,0.063990689,0.461244705,0.172632539,0.029515367
3766,dG-AL-I,TUR-UMN-017.mzML,559.1567993,CID,30,C22H14N6O5,443.1093109,962064.3488,55.43617021,0.58926412,0.554361702,1,0.326665461
3767,dG-AL-I,TUR-UMN-017.mzML,559.1566772,CID,40,C22H14N6O5,443.1093531,755413.0335,69.76176062,0.445234282,0.697617606,1,0.310603274
3768,dG-AL-I,TUR-UMN-017.mzML,559.1566772,CID,50,C21H15N5O5,411.059489,313410.8542,11.00310252,0.278574395,0.110031025,0.707054486,0.030651826
3769,dG-AL-I,TUR-UMN-017.mzML,559.1566772,CID,50,C22H14N6O5,443.1093183,443262.6629,84.7564941,0.393992826,0.847564941,1,0.333934506
3770,dG-AL-I,TUR-UMN-017.mzML,559.1568604,CID,60,C21H15N5O5,411.059489,213658.9792,62.53255208,0.583226853,0.625325521,1,0.364706636
3771,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,0,C22H14N6O5,443.1095201,252465.3221,56.14145232,0.166847229,0.561414523,0.467528165,0.093670457
3772,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,0,C27H22N6O8,559.1566353,540000.2414,79.69219555,0.356870968,0.796921956,1,0.284398309
3773,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,10,C22H14N6O5,443.1094594,579984.4476,77.05665286,0.373489186,0.770566529,1,0.287798266
3774,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,10,C27H22N6O8,559.1567543,496096.8635,78.04203716,0.31946859,0.780420372,0.855362356,0.249319796
3775,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,20,C22H14N6O5,443.1092851,802092.4002,72.30494718,0.431361244,0.723049472,1,0.311895519
3776,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,20,C27H22N6O8,559.156799,187297.8138,37.2627456,0.100727819,0.372627456,0.233511518,0.037533951
3777,dG-AL-I,TUR-UMN-017.mzML,559.1566772,HCD,30,C22H14N6O5,443.1093014,1009041.252,61.92639085,0.503061684,0.619263909,1,0.311527945
3778,dG-AL-I,TUR-UMN-017.mzML,559.1567993,HCD,40,C21H14N6O4,411.0833068,35966.77461,19.76513211,0.021949646,0.197651321,0.058083777,0.004338376
3779,dG-AL-I,TUR-UMN-017.mzML,559.1567993,HCD,40,C21H15N5O4,398.088165,93557.28125,25.02412915,0.057095728,0.250241291,0.151088339,0.014287709
3780,dG-AL-I,TUR-UMN-017.mzML,559.1567993,HCD,40,C22H14N6O5,443.1093354,619222.3816,69.39906039,0.377896324,0.693990604,1,0.262256498
3781,dG-AL-I,TUR-UMN-017.mzML,559.1567993,HCD,40,C22H15N5O5,426.083018,112668.9323,23.54147644,0.068759103,0.235414764,0.181952293,0.016186908
3782,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,50,C17H11NO4,293.068123,151891.3125,35.54792452,0.090590439,0.355479245,0.196280847,0.032203021
3783,dG-AL-I,TUR-UMN-017.mzML,559.1569824,HCD,50,C21H14N6O4,411.0832317,33809.85417,57.99754369,0.020164745,0.579975437,0.043690628,0.011695057
