IDX,name,ID,precursorMZ,collisionType,collisionEnergy,productIon,meanMZ,meanIntensity,RSDIntensity,relMeanIntensity,RSDRelMeanIntensity,relIntensity,sdRelIntensity
1905,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,0,C5H6N2O,109.0400114,338.5543603,68.56061974,0.071552966,0.685606197,0.122426807,0.049057157
1906,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,10,C3H7N,53.8324987,223.2702395,64.7560737,0.029550142,0.647560737,0.052117348,0.019135512
1907,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,10,C5H7N3O,126.0662093,4283.990822,72.00963724,0.566992438,0.720096372,1,0.408289198
1908,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,20,C5H7N3O,126.0660189,30741.23969,61.98405347,0.553966704,0.619840535,1,0.343371018
1909,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,40,C5H7N3O,126.0661246,30627.24366,59.86122792,0.545005645,0.598612279,1,0.326247071
1910,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C2H4N2O,71.024232,576.160975,33.48842684,0.051035856,0.334884268,0.080875168,0.017091105
1911,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C3H5N,55.37793867,1699.260172,43.83346523,0.150519042,0.438334652,0.238523534,0.065977712
1912,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C3H7N,56.0498205,2203.867737,44.6578918,0.195216757,0.446578918,0.309354818,0.087179688
1913,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C4H7NO,82.02888575,1219.219574,28.74903096,0.107997448,0.28749031,0.171140692,0.03104822
1914,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C4H8N2,82.48473471,3438.494417,53.60384166,0.304578953,0.536038417,0.482658191,0.16326602
1915,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C5H11N3,108.0556735,3645.122396,47.60182451,0.322881886,0.476018245,0.511662364,0.153697669
1916,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C5H6N2O,109.0396718,6283.530832,54.66063707,0.556589894,0.546606371,0.882013247,0.304235582
1917,5-Methyl-Cytidine,OLI-NCU-004.mzML,126.0662003,CID,60,C5H7N3O,126.0660983,7124.077618,47.51090172,0.631044823,0.475109017,1,0.299815086
1918,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,0,C3H5N,54.0339914,831.2414062,38.03425676,0.089395694,0.380342568,0.135925055,0.034000988
1919,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,0,C4H8N2,81.04498039,6115.439188,36.05877579,0.657683706,0.360587758,1,0.237152693
1920,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,0,C5H7N3O,124.0508548,1166.913228,46.868083,0.125495454,0.46868083,0.190814297,0.058817314
1921,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,10,C3H5N,53.66764682,1935.885953,49.18606105,0.592479272,0.49186061,1,0.291417216
1922,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,10,C4H8N2,81.0449725,678.2460662,22.27832653,0.207577691,0.222783265,0.350354351,0.046244836
1923,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,20,C3H5N,53.0261965,220.081215,53.84008289,0.556089984,0.538400829,1,0.299399308
1924,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,40,C5H7N3O,124.0508165,753.6974471,47.05211446,0.05837525,0.470521145,0.088549891,0.027466789
1925,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,40,C5H7N3O2,142.0609311,8511.556981,39.90392155,0.659235704,0.399039216,1,0.263060898
1926,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,60,C4H8N2,81.04501735,2053.392029,34.63662104,0.223311789,0.34636621,0.299044587,0.077347658
1927,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,60,C5H7N3O,124.0504897,6866.507922,26.50556489,0.746750815,0.265055649,1,0.197930522
1928,5-OH-Me-Cytidine,OLI-NCU-005.mzML,142.0610962,CID,60,C5H7N3O2,142.0611474,1699.713127,34.18340522,0.184848278,0.341834052,0.247536761,0.063187436
1929,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,0,C3H5NO,68.685174,78.270261,18.61682496,0.018710441,0.18616825,0.042716037,0.00348329
1930,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,0,C3H6N2,68.37315067,136.0832417,47.3883603,0.032530586,0.473883603,0.074267503,0.015415711
1931,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,0,C4H4N2O,97.03982971,611.6647514,62.57106796,0.146217953,0.62571068,0.333816369,0.091490135
1932,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,0,C5H5N3O2,140.0459523,1832.338997,84.3927598,0.438019121,0.843927598,1,0.369656425
1933,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,10,C3H5NO,68.685201,124.8794987,47.95050364,0.057515122,0.479505036,0.122454952,0.027578791
1934,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,10,C3H6N2,69.04507325,971.8949735,13.90414178,0.447620777,0.139041418,0.953025547,0.062237828
1935,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,10,C4H4N2O,96.75192829,1019.799497,77.35791594,0.469683923,0.773579159,1,0.363337694
1936,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,10,C5H5N3O2,140.0452989,513.5465375,93.6593806,0.236521545,0.936593806,0.503575986,0.221524614
1937,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,20,C3H6N2,68.373042,282.654292,97.65972315,0.063707474,0.976597232,0.08875631,0.062216543
1938,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,20,C5H5N3O2,140.0455535,3184.610657,23.89413322,0.71777966,0.238941332,1,0.171507228
1939,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,40,C4H4N2O,97.04009514,874.7233799,24.10663187,0.280585083,0.241066319,0.374133037,0.067639613
1940,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,40,C5H5N3O2,140.0454218,2338.000909,35.77489052,0.749960724,0.357748905,1,0.268297628
1941,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,60,C3H5NO,69.2227486,169.3310228,30.35016073,0.031216345,0.303501607,0.094027639,0.009474211
1942,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,60,C3H6N2,69.0451285,709.843384,26.18731236,0.130860346,0.261873124,0.394168157,0.034268808
1943,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,60,C4H4N2O,96.36782456,762.6465137,74.79318836,0.140594656,0.747931884,0.423489149,0.105155226
1944,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,60,C5H4N2O2,123.0197117,75.70196133,23.21384091,0.013955733,0.232138409,0.042036459,0.003239662
1945,5-Formyl-Cytidine,OLI-NCU-006.mzML,140.0455017,CID,60,C5H5N3O2,140.0457303,1800.864357,104.9084839,0.331991166,1.049084839,1,0.348286899
1946,N6-Me-dA,OLI-NCU-009.mzML,150.077301,CID,0,C11H15N5O3,266.1250864,2842.339958,114.5640293,0.267721464,1.145640293,0.910339119,0.306712496
1947,N6-Me-dA,OLI-NCU-009.mzML,150.077301,CID,0,C4H5N3,94.54403725,560.3225938,74.3184125,0.052777074,0.743184125,0.179459032,0.039223083
1948,N6-Me-dA,OLI-NCU-009.mzML,150.077301,CID,0,C5H8N4,123.0673583,402.0570813,53.43036543,0.037869963,0.534303654,0.128770061,0.02023406
1949,N6-Me-dA,OLI-NCU-009.mzML,150.077301,CID,0,C6H7N5,150.0774129,3122.286956,90.66038327,0.294089816,0.906603833,1,0.266622954
1950,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,10,C11H15N5O3,266.1242676,2661.480151,121.4872516,0.242957356,1.214872516,0.926409878,0.295162214
1951,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,10,C4H5N3,94.040267,438.076065,30.62916918,0.039990455,0.306291692,0.152485824,0.012248744
1952,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,10,C5H8N4,123.0670146,394.2963652,46.47165103,0.035993957,0.46471651,0.137246955,0.016726986
1953,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,10,C6H6N4,133.051477,142.1757837,50.76083788,0.012978738,0.507608379,0.049488647,0.006588116
1954,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,10,C6H7N5,150.0778268,2872.89699,99.71070551,0.262256871,0.997107055,1,0.261498176
1955,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C11H15N5O3,266.1245484,2606.934509,77.77423012,0.186510189,0.777742301,1,0.145056864
1956,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C2H6N2,57.045098,180.7666727,30.09048211,0.012932748,0.300904821,0.069340703,0.003891526
1957,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C4H5N3,94.040443,580.8867035,51.19827396,0.041558884,0.51198274,0.222823666,0.021277431
1958,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C5H4N4,119.5391923,220.1218565,52.02344344,0.01574837,0.520234434,0.084437049,0.008192844
1959,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C5H5N5,135.052942,185.669744,46.34805854,0.013283532,0.463480585,0.071221484,0.006156659
1960,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C6H13NO,108.1881973,385.1676651,107.4615954,0.027556386,1.074615954,0.14774735,0.029612532
1961,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C6H6N4,133.0513677,82.23456467,31.69300101,0.005883379,0.31693001,0.031544546,0.001864619
1962,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,20,C6H7N5,150.0774986,2353.015845,135.0299005,0.168343865,1.350299005,0.902598756,0.227314553
1963,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,40,C11H15N5O3,266.1244215,1974.751282,85.40490192,0.179564339,0.854049019,0.863085887,0.153356748
1964,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,40,C4H5N3,94.32825114,590.8956659,86.41217933,0.053730204,0.864121793,0.258257186,0.046429441
1965,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,40,C5H5N5,135.054445,195.4685335,100.5623008,0.017773974,1.005623008,0.085431585,0.017873917
1966,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,40,C6H7N5,150.0773668,2288.012482,129.755471,0.208049213,1.29755471,1,0.269955236
1967,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,60,C11H15N5O3,266.1233616,2258.944867,82.20277719,0.198519109,0.822027772,0.654941675,0.163188221
1968,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,60,C2H6N2,56.03712475,270.685505,84.52553019,0.023788206,0.845255302,0.078480542,0.020107107
1969,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,60,C4H4N2,79.0294615,162.982088,56.38562753,0.014323085,0.563856275,0.047253814,0.008076161
1970,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,60,C4H5N3,93.36849617,494.2962367,77.15280162,0.043439417,0.771528016,0.143312575,0.033514727
1971,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,60,C5H8N4,123.0670943,228.2733387,103.923439,0.020060968,1.03923439,0.066183874,0.020848047
1972,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,60,C6H13NO,108.0443633,393.3131203,62.00012911,0.034564885,0.620001291,0.114034281,0.021430273
1973,N6-Me-dA,OLI-NCU-009.mzML,266.1247864,CID,60,C6H7N5,149.9857723,3449.077916,102.6034851,0.303109599,1.026034851,1,0.311001013
1974,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,0,C3H7N,54.53808275,214.5998745,58.7643757,0.050609495,0.587643757,0.128678134,0.029740353
1975,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,0,C4H8N2,82.38883267,246.3861693,54.18591865,0.058105717,0.541859187,0.147737796,0.031485116
1976,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,0,C5H11N3,108.05562,335.671763,62.51650038,0.079162107,0.625165004,0.201275123,0.049489379
1977,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,0,C5H6N2O,109.0395608,324.2271158,40.37930176,0.076463094,0.403793018,0.194412696,0.030875264
1978,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,0,C5H7N3O,126.0665115,1667.726038,80.28188766,0.393302987,0.802818877,1,0.315751063
1979,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,10,C4H8N2,82.55654475,181.4542305,78.88994457,0.027327788,0.788899446,0.060235508,0.021558877
1980,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,10,C5H7N3O,126.0661928,3012.413074,60.76481181,0.453682373,0.607648118,1,0.27567924
1981,5-Me-dC,OLI-NCU-010.mzML,242.1134949,CID,20,C4H8N2,82.55673325,271.9157095,80.96888307,0.044901596,0.809688831,0.094035996,0.03635632
1982,5-Me-dC,OLI-NCU-010.mzML,242.1134949,CID,20,C5H11N3,108.0561953,223.4291665,44.77623301,0.036894985,0.44776233,0.077268004,0.016520185
1983,5-Me-dC,OLI-NCU-010.mzML,242.1134949,CID,20,C5H7N3O,126.0664248,2891.613009,61.33109611,0.477493699,0.613310961,1,0.292852119
1984,5-Me-dC,OLI-NCU-010.mzML,242.1134949,CID,40,C3H7N,55.5459905,323.0799103,24.38116347,0.08546954,0.243811635,0.194884077,0.020838468
1985,5-Me-dC,OLI-NCU-010.mzML,242.1134949,CID,40,C4H8N2,82.388903,165.866572,85.05782053,0.04387936,0.850578205,0.100051884,0.037322827
1986,5-Me-dC,OLI-NCU-010.mzML,242.1134949,CID,40,C5H6N2O,109.0398622,706.1175292,57.440812,0.186800659,0.57440812,0.425935066,0.107299816
1987,5-Me-dC,OLI-NCU-010.mzML,242.1134949,CID,40,C5H7N3O,126.0661304,1657.805582,59.9205315,0.43856605,0.599205315,1,0.262791108
1988,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,60,C3H7N,53.5301125,208.3533175,77.16771564,0.059690124,0.771677156,0.133118299,0.046061505
1989,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,60,C4H8N2,82.0531325,283.8596943,79.23711943,0.081321577,0.792371194,0.181359818,0.064436875
1990,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,60,C5H11N3,108.0558668,275.6626815,57.58016564,0.078973255,0.575801656,0.176122693,0.045472931
1991,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,60,C5H6N2O,109.0397742,566.87229,46.71330267,0.162400472,0.467133027,0.36217842,0.075862624
1992,5-Me-dC,OLI-NCU-010.mzML,126.0661011,CID,60,C5H7N3O,126.0664439,1565.174122,64.07112768,0.448399086,0.640711277,1,0.287294351
1993,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,0,C4H8N2,81.044916,219.8158317,21.70723352,0.207232026,0.217072335,0.30037385,0.04498434
1994,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,0,C5H7N3O,124.0505057,731.8074839,35.84507748,0.689913672,0.358450775,1,0.24730009
1995,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,0,C5H7N3O2,142.0615382,410.6239225,38.27560889,0.387116918,0.382756089,0.561109214,0.148171358
1996,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,10,C3H5N,54.03407575,122.1992378,55.22944118,0.098596876,0.552294412,0.138165089,0.054454504
1997,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,10,C4H8N2,81.04503277,884.4436645,29.36903023,0.71361642,0.293690302,1,0.209582222
1998,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,10,C5H7N3O,124.0505356,226.0603439,42.22235272,0.182397568,0.422223527,0.255596092,0.077012544
1999,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,20,C3H5N,53.7821205,406.3774701,55.72834948,0.505651247,0.557283495,0.981907434,0.281791094
2000,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,20,C4H8N2,81.04498467,413.8653565,13.6480797,0.514968346,0.136480797,1,0.07028329
2001,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,40,C10H15N3O5,258.1084926,532.0140228,45.12918345,0.435403938,0.451291834,0.831934501,0.196494242
2002,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,40,C5H7N3O2,142.0611767,639.4902753,44.22571965,0.523363242,0.442257197,1,0.23146116
2003,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,60,C5H7N3O,124.050695,266.274936,36.15011741,0.208655703,0.361501174,0.291856732,0.075429282
2004,5-OH-Me-dC,OLI-NCU-011.mzML,258.10849,CID,60,C5H7N3O2,142.0615047,912.348104,33.45878815,0.714925098,0.334587881,1,0.239205274
2005,5-formyl-dC,OLI-NCU-012.mzML,256.092804,CID,0,C4H4N2O,97.03987475,1328.470825,35.21267557,0.311223878,0.352126756,0.539668742,0.109590254
2006,5-formyl-dC,OLI-NCU-012.mzML,256.092804,CID,0,C5H5N3O2,140.0458009,2461.641227,45.46591959,0.576694282,0.454659196,1,0.262199359
2007,5-formyl-dC,OLI-NCU-012.mzML,140.0453949,CID,10,C3H6N2,68.37297233,740.7415443,76.84090592,0.257304485,0.768409059,0.733485439,0.197715097
2008,5-formyl-dC,OLI-NCU-012.mzML,140.0453949,CID,10,C4H4N2O,97.03995444,885.036355,71.11512447,0.307426828,0.711151245,0.876366776,0.218626972
2009,5-formyl-dC,OLI-NCU-012.mzML,140.0453949,CID,10,C5H5N3O2,140.0457498,1009.892637,98.08084428,0.350796991,0.980808443,1,0.344064651
2010,5-formyl-dC,OLI-NCU-012.mzML,256.092804,CID,20,C3H6N2,69.04515633,509.4502057,66.93090227,0.130291445,0.669309023,0.404020811,0.08720524
2011,5-formyl-dC,OLI-NCU-012.mzML,256.092804,CID,20,C4H4N2O,97.03994033,765.094322,73.31944818,0.195672204,0.733194482,0.606760042,0.14346578
2012,5-formyl-dC,OLI-NCU-012.mzML,256.092804,CID,20,C5H5N3O2,140.0454521,1260.950407,142.8105822,0.322486965,1.428105822,1,0.460545512
2013,5-formyl-dC,OLI-NCU-012.mzML,256.092804,CID,40,C4H4N2O,97.03982833,588.2517727,78.96558956,0.113209161,0.789655896,0.205469702,0.089396282
2014,5-formyl-dC,OLI-NCU-012.mzML,256.092804,CID,40,C5H5N3O2,140.0458112,2862.96114,66.92399549,0.550977396,0.669239955,1,0.368736087
2015,5-formyl-dC,OLI-NCU-012.mzML,140.0453949,CID,60,C3H6N2,69.04508533,453.899775,73.7956631,0.088923741,0.737956631,0.114468869,0.065621865
2016,5-formyl-dC,OLI-NCU-012.mzML,140.0453949,CID,60,C5H5N3O2,140.0455043,3965.268293,34.14825998,0.776837777,0.3414826,1,0.265276584
2017,M1G ,VAN-GUX-003.mzML,188.0567017,CID,0,C8H5N5O,188.0561953,1135.718911,40.05763224,0.53687436,0.400576322,1,0.215059157
2018,M1G ,VAN-GUX-003.mzML,188.0567017,CID,10,C8H5N5O,188.0562579,1185.822624,48.46601301,0.599970745,0.48466013,1,0.2907819
2019,M1G ,VAN-GUX-003.mzML,188.0567017,CID,20,C4H6N2,79.029269,110.908716,28.2993104,0.075022321,0.282993104,0.117710389,0.0212308
2020,M1G ,VAN-GUX-003.mzML,188.0567017,CID,20,C7H7N5,160.062473,78.95002825,36.49782131,0.053404409,0.364978213,0.083791778,0.019491446
2021,M1G ,VAN-GUX-003.mzML,188.0567017,CID,20,C8H5N5O,188.0566342,942.2168833,47.34323797,0.637346644,0.47343238,1,0.301740538
2022,M1G ,VAN-GUX-003.mzML,188.0567017,CID,40,C4H6N2,79.02946915,616.3989915,36.2111599,0.680717304,0.362111599,1,0.246495631
2023,M1G ,VAN-GUX-003.mzML,188.0567017,CID,40,C5H8N3,106.0397613,210.880946,19.55034961,0.232885373,0.195503496,0.342117604,0.045529905
2024,M1G ,VAN-GUX-003.mzML,188.0567017,CID,60,C2H6N2,53.0136868,287.7304428,59.14479369,0.555460903,0.591447937,0.936479145,0.328526205
2025,M1G ,VAN-GUX-003.mzML,188.0567017,CID,60,C4H6N2,79.02950683,307.2470373,21.51148114,0.593137504,0.215114811,1,0.127592662
2026,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,0,C6H6N4O,149.0458775,600.6219746,43.80367773,0.036042376,0.438036777,0.072197412,0.015787886
2027,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,0,C6H7N5O,166.0721061,8319.162091,48.29541564,0.499219772,0.482954156,1,0.241100264
2028,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,10,C5H6N2O,107.0241465,308.1166774,53.66176824,0.053492882,0.536617682,0.100021165,0.028705227
2029,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,10,C5H7N3O,124.0505889,1992.100523,49.84879612,0.345853395,0.498487961,0.646677798,0.172403754
2030,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,10,C5H8N4,122.3954327,131.5973207,78.54086713,0.022846929,0.785408671,0.042719263,0.017944176
2031,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,10,C6H6N4O,149.0456713,3080.514795,49.89340238,0.534815631,0.498934024,1,0.266837715
2032,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,10,C6H7N5O,166.0719273,2491.256587,44.27077776,0.432513087,0.442707778,0.808714372,0.191476908
2033,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,20,C2H6N2,54.02153725,459.8801193,46.01845711,0.406458687,0.460184571,0.862209049,0.187046016
2034,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,20,C3H4N2,67.97785829,533.3742668,47.36274619,0.471415473,0.473627462,1,0.223275314
2035,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,20,C4H6N2,79.029457,489.0693542,42.61844167,0.432257188,0.426184417,0.916934664,0.184221278
2036,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,20,C4H7N3,94.8462903,162.5003907,78.47327891,0.143623724,0.784732789,0.304664849,0.112706246
2037,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,20,C5H6N2O,107.0242608,169.4945698,39.14088661,0.149805433,0.391408866,0.317777929,0.058635175
2038,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,20,C5H7N3O,124.0504748,177.6587406,37.45923093,0.157021222,0.374592309,0.333084574,0.058818942
2039,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,20,C6H6N4O,149.0459083,261.2831122,43.13712122,0.230931467,0.431371212,0.489868238,0.099617187
2040,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,40,C2H6N2,54.02159625,300.459156,82.60454876,0.55188156,0.826045488,1,0.455879273
2041,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,40,C3H4N2,67.70135633,122.8037577,52.24304631,0.225565199,0.522430463,0.408720304,0.117842132
2042,7-MeG,VAN-GUX-004.mzML,166.0722961,CID,60,C6H7N5O,166.072069,8127.145892,44.66217428,0.518301481,0.446621743,1,0.231484711
2043,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C2H6N2,55.1637342,977.3204691,60.17979523,0.131451518,0.601797952,0.283526011,0.079107254
2044,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C2H7N3,68.0245152,563.7882752,54.97194359,0.075830628,0.549719436,0.163558061,0.04168557
2045,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C3H5N3,81.0324972,862.382364,51.25623904,0.115992118,0.51256239,0.250181839,0.059453197
2046,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C3H6N2,66.57127945,3447.02225,69.19851683,0.463631246,0.691985168,1,0.320825946
2047,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C4H5N3,93.17633007,419.0386172,58.05162838,0.056361515,0.580516284,0.121565394,0.032718777
2048,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C4H5N3O,110.0347246,463.5087928,40.66876761,0.062342841,0.406687676,0.134466435,0.025354065
2049,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C4H6N4,107.1540001,1035.487478,60.78177758,0.139275095,0.607817776,0.300400579,0.084653878
2050,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C4H8O,68.0253335,339.0273032,59.65543509,0.045599836,0.596554351,0.098353674,0.027202781
2051,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C5H4N4,121.051148,453.0836661,26.26691085,0.060940641,0.262669109,0.131442049,0.016007224
2052,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C5H5N5,134.0464166,478.3745901,45.42866718,0.06434232,0.454286672,0.138779084,0.029229858
2053,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,0,C6H6N4O,149.0456119,477.3320277,43.51363817,0.064202093,0.435136382,0.138476631,0.027936666
2054,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,10,C2H6N2,54.2231855,1038.987798,59.13184041,0.543129617,0.591318404,1,0.321162539
2055,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,10,C2H7N3,68.02453075,800.5632361,45.13761079,0.418493466,0.451376108,0.77052227,0.188897952
2056,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,10,C3H5N3,80.6293805,265.5034567,45.15257839,0.138791612,0.451525784,0.255540496,0.062667991
2057,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,10,C3H6N2,66.45349179,483.5441134,63.56207079,0.252772102,0.635620708,0.465399223,0.160667182
2058,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,10,C4H5N3,92.0244165,78.7547595,33.20790215,0.041168955,0.332079021,0.075799504,0.013671346
2059,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,10,C4H8O,68.025474,527.2673708,46.81648372,0.275628382,0.468164837,0.507481774,0.129039517
2060,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,20,C6H7N5O,166.0719636,25586.40937,55.31167955,0.546093829,0.553116795,1,0.302053669
2061,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,40,C6H6N4O,149.045708,4349.616561,55.85655705,0.095689029,0.55856557,0.184952344,0.053448597
2062,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,40,C6H7N5O,166.0721086,23517.49899,59.16973726,0.517371268,0.591697373,1,0.30612722
2063,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,60,C3H6N2,67.02923867,1198.562093,4.942301422,0.04847729,0.049423014,0.088578761,0.002395894
2064,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,60,C4H5N3O,110.0348423,1272.4767,44.57638053,0.051466856,0.445763805,0.09404136,0.022942062
2065,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,60,C5H4N4,121.050841,1102.69953,29.21553587,0.044600013,0.292155359,0.081494116,0.013030133
2066,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,60,C5H4N4O,135.0301356,1074.133812,43.09380365,0.043444638,0.430938037,0.079382989,0.018721947
2067,O6-MeG,VAN-GUX-006.mzML,166.0722961,CID,60,C5H5N5,134.0463758,2991.404015,46.40231031,0.120990946,0.464023103,0.221077291,0.056142594
